USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.8  0.0  22232 13332 ?        Ss   22:45   0:01 /sbin/init
root         448  0.0  0.0      0     0 ?        S    22:45   0:00 [psimon]
systemd+     455  0.0  0.0  89880  7552 ?        Ssl  22:45   0:00 /usr/lib/systemd/systemd-timesyncd
root         461  0.1  0.0  35232  9472 ?        Ss   22:45   0:00 /usr/lib/systemd/systemd-udevd
root         466  0.0  0.0      0     0 ?        S    22:45   0:00 [psimon]
root         495  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/7:2-mm_percpu_wq]
root         530  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/R-cfg80211]
root         531  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/R-cryptd]
root         561  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/11:2-mm_percpu_wq]
root         562  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u67:1-hci0]
root         564  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/7:3]
root         569  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/6:2-mm_percpu_wq]
root         572  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u67:2-hci0]
root         576  0.0  0.0      0     0 ?        S    22:45   0:00 [napi/phy0-8194]
root         579  0.0  0.0      0     0 ?        S    22:45   0:00 [napi/phy0-8195]
root         580  0.0  0.0      0     0 ?        S    22:45   0:00 [napi/phy0-8196]
root         592  0.0  0.0      0     0 ?        S    22:45   0:00 [jbd2/nvme0n1p5-8]
root         593  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/R-ext4-rsv-conversion]
root         594  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/8:2-events]
dbus         616  0.0  0.0   8852  4180 ?        Ss   22:45   0:00 /usr/bin/dbus-broker-launch --scope system --audit
dbus         617  0.1  0.0   5188  3108 ?        S    22:45   0:00 dbus-broker --log 4 --controller 9 --machine-id 6d2f438530404ad7ab8b75339018cfe4 --max-bytes 536870912 --max-fds 4096 --max-matches 131072 --audit
root         618  0.0  0.0  10084  5188 ?        Ss   22:45   0:00 /usr/lib/bluetooth/bluetoothd
root         620  0.0  0.0  16028  7440 ?        Ss   22:45   0:00 /usr/lib/systemd/systemd-logind
root         623  0.0  0.0  15704  6680 ?        Ss   22:45   0:00 /usr/lib/systemd/systemd-machined
root         624  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/10:2-mm_percpu_wq]
root         646  0.1  0.1 416032 24872 ?        Ssl  22:45   0:00 /usr/bin/NetworkManager --no-daemon
root         650  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/4:2-events]
root         657  0.0  0.0      0     0 ?        S    22:45   0:00 [mt76-tx phy0]
root         661  0.1  0.1 1573924 28064 ?       Ssl  22:45   0:00 /usr/bin/libvirtd --timeout 120
root         668  0.0  0.0 380812  6932 ?        SLsl 22:45   0:00 /usr/bin/lightdm
root         670  0.2  0.3 2611140 49380 ?       Ssl  22:45   0:00 /usr/bin/containerd
root         677  1.0  0.5 1483056 85380 tty7    Ssl+ 22:45   0:01 /usr/lib/Xorg :0 -seat seat0 -auth /run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root         702  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/10:3]
root         708  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:1-ttm]
root         749  0.0  0.0  17024 11028 ?        Ss   22:45   0:00 /usr/bin/wpa_supplicant -u -s -O /run/wpa_supplicant
nobody       797  0.0  0.0  11832  2944 ?        S    22:45   0:00 /usr/bin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root         799  0.0  0.0  11832  1356 ?        S    22:45   0:00 /usr/bin/dnsmasq --conf-file=/var/lib/libvirt/dnsmasq/default.conf --leasefile-ro --dhcp-script=/usr/lib/libvirt/libvirt_leaseshelper
root         872  0.0  0.0 172624  8788 ?        Sl   22:45   0:00 lightdm --session-child 15 22
root         873  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/u64:2-comp_1.0.1]
root         881  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:2-ttm]
root         882  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:3-ttm]
root         899  0.0  0.0      0     0 ?        I<   22:45   0:00 [kworker/u69:4-ttm]
rx           905  0.1  0.0  20560 11328 ?        Ss   22:45   0:00 /usr/lib/systemd/systemd --user
rx           907  0.0  0.0  22800  3656 ?        S    22:45   0:00 (sd-pam)
rx           915  0.0  0.2 123904 36736 ?        Ssl  22:45   0:00 i3
rx           930  0.0  0.0   7996  3656 ?        Ss   22:45   0:00 /usr/bin/dbus-broker-launch --scope user
rx           931  0.0  0.0   4264  2144 ?        S    22:45   0:00 dbus-broker --log 4 --controller 10 --machine-id 6d2f438530404ad7ab8b75339018cfe4 --max-bytes 100000000000000 --max-fds 25000000000000 --max-matches 5000000000
rx           934  0.1  0.1 624576 26036 ?        Ssl  22:45   0:00 nm-applet
rx           935  0.1  0.0  15880  6896 ?        Ss   22:45   0:00 picom
rx           956  0.3  0.1 1193912 17288 ?       Sl   22:45   0:00 polybar example
rx           957  0.0  0.0   5788  1636 ?        S    22:45   0:00 tee -a /tmp/polybar1.log
root         958  0.0  0.0      0     0 ?        I    22:45   0:00 [kworker/u66:3-events_unbound]
rx           965  0.0  0.0 324276  9600 ?        Ssl  22:45   0:00 /usr/lib/gvfsd
rx           971  0.1  0.1 788564 26720 ?        S<sl 22:45   0:00 /usr/bin/pulseaudio --daemonize=no --log-target=journal
rx           975  0.0  0.0 396876  6416 ?        Sl   22:45   0:00 /usr/lib/gvfsd-fuse /run/user/1000/gvfs -f
rx           984  0.0  0.0 380716  6564 ?        Ssl  22:45   0:00 /usr/lib/at-spi-bus-launcher
rtkit        985  0.0  0.0  21700  3144 ?        SNsl 22:45   0:00 /usr/lib/rtkit-daemon
rx           991  0.0  0.0   7996  3636 ?        S    22:45   0:00 /usr/bin/dbus-broker-launch --config-file=/usr/share/defaults/at-spi2/accessibility.conf --scope user
rx           994  0.0  0.0   4132  2320 ?        S    22:45   0:00 dbus-broker --log 4 --controller 9 --machine-id 6d2f438530404ad7ab8b75339018cfe4 --max-bytes 100000000000000 --max-fds 6400000 --max-matches 5000000000
polkitd      995  0.2  0.0 381944  8580 ?        Ssl  22:45   0:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
rx          1050  0.0  0.0 168156  6736 ?        Ssl  22:45   0:00 /usr/lib/at-spi2-registryd --use-gnome-session
root        1077  0.0  0.0  15672  6708 ?        S    22:45   0:00 systemd-userwork: waiting...
root        1080  0.0  0.0  15840  6936 ?        S    22:45   0:00 systemd-userwork: waiting...
root        1081  0.0  0.0  15840  6776 ?        S    22:45   0:00 systemd-userwork: waiting...
rx          1085  0.2  0.4 1594760 73640 ?       Ssl  22:45   0:00 alacritty
